masterId,style,category,season,gender,subCategory,productName,shortDescription,productCharacteristics,price,colors,images,pUrl,modelName
I20918C000478390T,I20918C000478390T999,cut & sewn,cont,men,short sleeve t-shirts,Logo T-Shirt,"This t-shirt for men showcases an oversized flocked Moncler logo paired with a felt logo patch. Crafted from cotton jersey, the t-shirt comes in a short sleeve and crew neck silhouette.",Crafted from cotton jersey; Crew neck; Short sleeves; Flock print with logo lettering; ,$365.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_X/dpx6uv/std/0x0/I20918C000478390T999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_F/dpx6uv/std/0x0/I20918C000478390T999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_R/dpx6uv/std/0x0/I20918C000478390T999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_E/dpx6uv/std/0x0/I20918C000478390T999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_D/dpx6uv/std/0x0/I20918C000478390T999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_A/dpx6uv/std/0x0/I20918C000478390T999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C000478390T999_B/dpx6uv/std/0x0/I20918C000478390T999_B.jpg,/en-us/men/ready-to-wear/polos-and-t-shirts/logo-t-shirt-black-I20918C000478390T999.html,Logo T-Shirt
J10931A00125539ZD,J10931A00125539ZD999,outerwear,ss24,women,jackets,Filira Hooded Jacket,"The lightness and fluidity of ballet dancers’ moves is infused into the Filira jacket. Crafted from nylon technique, the hooded jacket is lightweight and breathable, while providing water-repellent protection. An adjustable waistline allows you to play with the feminine fit.",Crafted from nylon technique; Hood; Zipper closure; Zipped pockets; Waistband with drawstring fastening; Elastic cuffs; Organza logo; ,"$1,165.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_X/dpx6uv/std/0x0/J10931A00125539ZD999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_F/dpx6uv/std/0x0/J10931A00125539ZD999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_R/dpx6uv/std/0x0/J10931A00125539ZD999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_E/dpx6uv/std/0x0/J10931A00125539ZD999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_D/dpx6uv/std/0x0/J10931A00125539ZD999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_A/dpx6uv/std/0x0/J10931A00125539ZD999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_B/dpx6uv/std/0x0/J10931A00125539ZD999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00125539ZD999_G/dpx6uv/std/0x0/J10931A00125539ZD999_G.jpg,/en-us/women/outerwear/windbreakers-and-raincoats/filira-hooded-jacket-black-J10931A00125539ZD999.html,Filira Hooded Jacket
J10931A00093549P3,J10931A00093549P3999,outerwear,ss24,women,short parkas,Leda Parka,"Utilitarian at its core, the Leda parka is crafted from technical poplin, a lightweight fabric with a luxe, cotton-feel, that has been enhanced with a water-repellent treatment. The cropped jacket is enhanced with breathable mesh lining and practical patch pockets. Featured in an oversized fit and neutral colorway, the hooded parka jacket is easy to wear every day.",Crafted from technical poplin; Technical polyester mesh lining; Hood; Zipper closure; Pockets with snap button closure; Hood and hem with drawstring fastening; Elastic cuffs; ,"$1,350.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_X/dpx6uv/std/0x0/J10931A00093549P3999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_F/dpx6uv/std/0x0/J10931A00093549P3999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_R/dpx6uv/std/0x0/J10931A00093549P3999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_E/dpx6uv/std/0x0/J10931A00093549P3999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_D/dpx6uv/std/0x0/J10931A00093549P3999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_A/dpx6uv/std/0x0/J10931A00093549P3999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_B/dpx6uv/std/0x0/J10931A00093549P3999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_G/dpx6uv/std/0x0/J10931A00093549P3999_G.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00093549P3999_H/dpx6uv/std/0x0/J10931A00093549P3999_H.jpg,/en-us/women/outerwear/windbreakers-and-raincoats/leda-parka-black-J10931A00093549P3999.html,Leda Parka
J10911A001015968E,J10911A001015968E999,outerwear,ss24,men,jackets,Etiache Rain Jacket,"Designed to provide protection, the Etiache jacket is crafted from rainwear, a compact nylon fabric, notable for its water-repellent properties. Inspired by the iconic Moncler Maya, the hooded jacket is finished with a signature patch pocket on the sleeve.","Crafted from rainwear; Rainwear lining; Hood; Zipper closure; Pockets with snap button closure; Sleeve pocket; Adjustable cuffs, hood and hem; ",$995.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_X/dpx6uv/std/0x0/J10911A001015968E999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_F/dpx6uv/std/0x0/J10911A001015968E999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_R/dpx6uv/std/0x0/J10911A001015968E999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_E/dpx6uv/std/0x0/J10911A001015968E999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_D/dpx6uv/std/0x0/J10911A001015968E999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_A/dpx6uv/std/0x0/J10911A001015968E999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_B/dpx6uv/std/0x0/J10911A001015968E999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A001015968E999_G/dpx6uv/std/0x0/J10911A001015968E999_G.jpg,/en-us/men/outerwear/windbreakers-and-raincoats/etiache-rain-jacket-black-J10911A001015968E999.html,Etiache Rain Jacket
I20931A5250068950,I20931A5250068950999,outerwear,cont,women,gilet,Ghany Down Vest,"A Moncler classic, the Ghany vest for women revisits the archives and draws inspiration from iconic silhouettes of the 80’s. Crafted from nylon laqué, the down vest is perfect for the city during the mid-season or layered under a jacket during colder days.",Crafted from nylon laqué; Nylon laqué lining; Down-filled and boudin-quilted; Zipper closure; Side seam pocket with concealed zipper closure; ,"$1,000.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_X/dpx6uv/std/0x0/I20931A5250068950999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_F/dpx6uv/std/0x0/I20931A5250068950999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_R/dpx6uv/std/0x0/I20931A5250068950999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_E/dpx6uv/std/0x0/I20931A5250068950999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_D/dpx6uv/std/0x0/I20931A5250068950999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_A/dpx6uv/std/0x0/I20931A5250068950999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931A5250068950999_B/dpx6uv/std/0x0/I20931A5250068950999_B.jpg,/en-us/women/outerwear/vests/ghany-down-vest-black-I20931A5250068950999.html,Ghany
J10919B00020M1115,J10919B00020M1115999,knitwear,cont,men,padded cardigan,Padded Cotton Zip-Up Cardigan,"Doubling as outerwear when the weather permits, this zip-up cardigan is enhanced with a down-filled front. The mid-weight knit is crafted from cotton.",Crafted from cotton and lightweight micro chic; Lightweight micro chic lining; Down-filled; Stocking stitch; Gauge 7; Zipper closure; Vertical welt pockets with snap button closure; Embossed embroidery; ,$995.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_X/dpx6uv/std/0x0/J10919B00020M1115999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_F/dpx6uv/std/0x0/J10919B00020M1115999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_R/dpx6uv/std/0x0/J10919B00020M1115999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_E/dpx6uv/std/0x0/J10919B00020M1115999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_D/dpx6uv/std/0x0/J10919B00020M1115999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_A/dpx6uv/std/0x0/J10919B00020M1115999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_B/dpx6uv/std/0x0/J10919B00020M1115999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00020M1115999_G/dpx6uv/std/0x0/J10919B00020M1115999_G.jpg,/en-us/men/ready-to-wear/sweaters-and-cardigans/padded-cotton-zip-up-cardigan-black-J10919B00020M1115999.html,Padded Cotton Zip-Up Cardigan
I20918A0001484556,I20918A000148455677X,cut & sewn,cont,men,short sleeve polos,Logo Polo Shirt,"Timeless as it is versatile, this polo shirt is easily dressed up or down. Crafted from cotton piquet, the classic style is enriched with a leather logo patch.",Crafted from cotton piquet; Collar with snap button closure; Short sleeves; Ribbed collar and cuffs; Leather patch with an embossed logo; ,$485.00,Navy Blue,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_X/dpx6uv/std/0x0/I20918A000148455677X_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_F/dpx6uv/std/0x0/I20918A000148455677X_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_R/dpx6uv/std/0x0/I20918A000148455677X_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_E/dpx6uv/std/0x0/I20918A000148455677X_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_D/dpx6uv/std/0x0/I20918A000148455677X_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_A/dpx6uv/std/0x0/I20918A000148455677X_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A000148455677X_B/dpx6uv/std/0x0/I20918A000148455677X_B.jpg,/en-us/men/ready-to-wear/polos-and-t-shirts/logo-polo-shirt-navy-blue-I20918A000148455677X.html,Logo Polo Shirt
J10919B00014M1367,J10919B00014M1367780,knitwear,ss24,men,padded cardigan,Padded Cotton Zip-Up Cardigan,"Crafted from cotton, this zip-up cardigan is enriched with a down-filled front. The lightweight knit is finished with a luxurious leather trim.",Crafted from cotton and lightweight micro chic nylon; Lightweight micro chic nylon lining; Down-filled; Stockinette stitch; Gauge 14 (front); Gauge 7 (back sleeves); Zipper closure; Front zipped pockets; Embossed leather pocket trim; Synthetic material logo patch; ,"$1,405.00",Blue,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_X/dpx6uv/std/0x0/J10919B00014M1367780_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_F/dpx6uv/std/0x0/J10919B00014M1367780_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_R/dpx6uv/std/0x0/J10919B00014M1367780_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_E/dpx6uv/std/0x0/J10919B00014M1367780_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_D/dpx6uv/std/0x0/J10919B00014M1367780_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_A/dpx6uv/std/0x0/J10919B00014M1367780_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10919B00014M1367780_B/dpx6uv/std/0x0/J10919B00014M1367780_B.jpg,/en-us/men/ready-to-wear/sweaters-and-cardigans/padded-cotton-zip-up-cardigan-blue-J10919B00014M1367780.html,Padded Cotton Zip-Up Cardigan
I20918A00004899UR,I20918A00004899UR999,cut & sewn,cont,men,short sleeve polos,Logo Polo Shirt,"A Moncler classic, this polo shirt is crafted from cotton piquet. A silicone logo patch adorns the chest, while bold logo lettering is emblazoned on the back.",Crafted from cotton piquet; Knit collar; Snap button closure; Short sleeves; Stripe and. reflective bonded logo print; Embossed silicone logo; ,$455.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_X/dpx6uv/std/0x0/I20918A00004899UR999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_F/dpx6uv/std/0x0/I20918A00004899UR999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_R/dpx6uv/std/0x0/I20918A00004899UR999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_E/dpx6uv/std/0x0/I20918A00004899UR999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_D/dpx6uv/std/0x0/I20918A00004899UR999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_A/dpx6uv/std/0x0/I20918A00004899UR999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918A00004899UR999_B/dpx6uv/std/0x0/I20918A00004899UR999_B.jpg,/en-us/men/ready-to-wear/polos-and-t-shirts/logo-polo-shirt-black-I20918A00004899UR999.html,Logo Polo Shirt
I20919B50700A9341,I20919B50700A9341999,knitwear,cont,men,padded cardigan,Padded Wool Cardigan,"A timeless silhouette is paired with a contemporary quilting pattern in this padded wool cardigan. A classic shape makes the design timeless, while the warm down enables it to double as outerwear during the milder seasons.",Crafted from a wool blend and nylon extra léger; Down-filled; Zipper closure; Logo patch; ,"$1,080.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_X/dpx6uv/std/0x0/I20919B50700A9341999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_F/dpx6uv/std/0x0/I20919B50700A9341999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_R/dpx6uv/std/0x0/I20919B50700A9341999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_E/dpx6uv/std/0x0/I20919B50700A9341999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_D/dpx6uv/std/0x0/I20919B50700A9341999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_A/dpx6uv/std/0x0/I20919B50700A9341999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20919B50700A9341999_B/dpx6uv/std/0x0/I20919B50700A9341999_B.jpg,/en-us/men/ready-to-wear/sweaters-and-cardigans/padded-wool-cardigan-black-I20919B50700A9341999.html,Padded Wool Cardigan
I20931C00039C0065,I20931C00039C0065999,outerwear,cont,women,long coat/car coat,Marus Long Down Jacket,"The Marus long down jacket is crafted from iconic nylon laqué and is characterized by the chevron quilting that accentuates the silhouette. The down coat's hood, zipper pockets and the down quilting guarantee comfort and protection.",Crafted from nylon laqué; Down-filled; Hood; Zipper closure; Zipped pockets; Felt logo on sleeve; ,"$2,370.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_X/dpx6uv/std/0x0/I20931C00039C0065999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_F/dpx6uv/std/0x0/I20931C00039C0065999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_R/dpx6uv/std/0x0/I20931C00039C0065999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_E/dpx6uv/std/0x0/I20931C00039C0065999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_D/dpx6uv/std/0x0/I20931C00039C0065999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_A/dpx6uv/std/0x0/I20931C00039C0065999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_B/dpx6uv/std/0x0/I20931C00039C0065999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_G/dpx6uv/std/0x0/I20931C00039C0065999_G.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20931C00039C0065999_C/dpx6uv/std/0x0/I20931C00039C0065999_C.jpg,/en-us/women/outerwear/long-down-jackets/marus-long-down-jacket-black-I20931C00039C0065999.html,Marus
I20911A5360068950,I20911A5360068950999,outerwear,cont,men,jackets,Moncler Maya Short Down Jacket,"Emblematic of Moncler's DNA, the Moncler Maya down jacket for men is crafted from glossy nylon laqué with iconic boudin quilting. A timeless design that transcends seasons and trends, the short puffer jacket features a strong silhouette, a detachable hood and adjustable hemline. A brand signature, a classic patch pocket, adorns the Moncler Maya's sleeve.","Crafted from nylon laqué; Nylon laqué lining; Down-filled with boudin quilting; Detachable hood with snap buttons, adjustable with drawstring fastening; Two-way zipper closure; Zipped external and internal pockets; Adjustable, elasticized cuffs with snap buttons; Hem with drawstring fastening; Flap patch pocket on sleeve; Felt Moncler logo on sleeve; ","$1,895.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_X/dpx6uv/std/0x0/I20911A5360068950999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_F/dpx6uv/std/0x0/I20911A5360068950999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_R/dpx6uv/std/0x0/I20911A5360068950999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_E/dpx6uv/std/0x0/I20911A5360068950999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_D/dpx6uv/std/0x0/I20911A5360068950999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_A/dpx6uv/std/0x0/I20911A5360068950999_A.jpg,/en-us/men/outerwear/short-down-jackets/moncler-maya-short-down-jacket-black-I20911A5360068950999.html,Moncler Maya
J10931A00131597L7,J10931A00131597L7778,outerwear,ss24,women,jackets,Filiria Hooded Jacket,"From summers in the city to seaside resorts, the Filiria jacket is a must-have. Crafted from a lightweight fabric, the packable jacket fits perfectly in any luggage. A hood and contrast color details add the finishing touches.",Lightweight micro faille; Packable; Hood with lightweight micro faille lining; Zipper closure; Kangaroo pocket with savoy knot; Patch pockets; Elastic cuffs; Hem with drawstring fastening; ,"$1,260.00",Night Blue,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_X/dpx6uv/std/0x0/J10931A00131597L7778_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_F/dpx6uv/std/0x0/J10931A00131597L7778_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_R/dpx6uv/std/0x0/J10931A00131597L7778_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_E/dpx6uv/std/0x0/J10931A00131597L7778_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_D/dpx6uv/std/0x0/J10931A00131597L7778_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_A/dpx6uv/std/0x0/J10931A00131597L7778_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_B/dpx6uv/std/0x0/J10931A00131597L7778_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_G/dpx6uv/std/0x0/J10931A00131597L7778_G.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10931A00131597L7778_H/dpx6uv/std/0x0/J10931A00131597L7778_H.jpg,/en-us/women/outerwear/windbreakers-and-raincoats/filiria-hooded-jacket-night-blue-J10931A00131597L7778.html,Filiria Hooded Jacket
J109B4C00170M2559,J109B4C00170M2559999,shoes,ss24,women,slides,Lilo Slides,"Characterized by a distinct, quilted-like shape, the Lilo slides take inspiration from iconic Moncler down jackets and adapt it to the summertime. Crafted from EVA, the slides are flexible and light, making them a favorite for hot summer days.","EVA upper; EVA sole; Sole height 3,5 cm; ",$340.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_X/dpx6uv/std/0x0/J109B4C00170M2559999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_F/dpx6uv/std/0x0/J109B4C00170M2559999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_R/dpx6uv/std/0x0/J109B4C00170M2559999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_E/dpx6uv/std/0x0/J109B4C00170M2559999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_D/dpx6uv/std/0x0/J109B4C00170M2559999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J109B4C00170M2559999_B/dpx6uv/std/0x0/J109B4C00170M2559999_B.jpg,/en-us/women/shoes/sandals-and-sliders/lilo-slides-black-J109B4C00170M2559999.html,Lilo Slides
J10918C00060829H8,J10918C00060829H8999,cut & sewn,cont,men,short sleeve t-shirts,Logo T-Shirt,"Crafted from the softest cotton jersey, this t-shirt is embellished with a subtle logo on the chest. Featured in a regular fit, the t-shirt comes in a classic crew neck, short sleeve silhouette.",Crafted from cotton jersey and technical mesh; Crew neck; Short sleeves; Dark grey reflective print; Silicone logo patch; ,$385.00,Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_X/dpx6uv/std/0x0/J10918C00060829H8999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_F/dpx6uv/std/0x0/J10918C00060829H8999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_R/dpx6uv/std/0x0/J10918C00060829H8999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_E/dpx6uv/std/0x0/J10918C00060829H8999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_D/dpx6uv/std/0x0/J10918C00060829H8999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_A/dpx6uv/std/0x0/J10918C00060829H8999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10918C00060829H8999_B/dpx6uv/std/0x0/J10918C00060829H8999_B.jpg,/en-us/men/ready-to-wear/polos-and-t-shirts/logo-t-shirt-black-J10918C00060829H8999.html,Logo T-Shirt
J10911A00079595GJ,J10911A00079595GJ712,outerwear,ss24,men,gilet,Parke Down Vest,"A Moncler classic revisited - the Parke down vest is crafted from recycled nylon laqué, a lightweight fabric that is down proof and water-repellent. The classic puffer vest is adorned with a logo patch on the chest.",Crafted from recycled lightweight nylon laqué; Recycled lightweight nylon laqué lining; Down-filled; Zipper closure; Zipped pockets; Felt logo patch; ,"$1,120.00",Light Blue,https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_X/dpx6uv/std/0x0/J10911A00079595GJ712_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_F/dpx6uv/std/0x0/J10911A00079595GJ712_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_R/dpx6uv/std/0x0/J10911A00079595GJ712_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_E/dpx6uv/std/0x0/J10911A00079595GJ712_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_D/dpx6uv/std/0x0/J10911A00079595GJ712_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_A/dpx6uv/std/0x0/J10911A00079595GJ712_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_B/dpx6uv/std/0x0/J10911A00079595GJ712_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/J10911A00079595GJ712_G/dpx6uv/std/0x0/J10911A00079595GJ712_G.jpg,/en-us/men/outerwear/vests/parke-down-vest-light-blue-J10911A00079595GJ712.html,Parke Down Vest
I20911A5370054272,I20911A5370054272999,outerwear,cont,men,jackets,Montgenevre Short Down Jacket,"Versatility and technical features are the attributes of the Montgenevre down jacket, crafted from sleek flanelle legere. The lines of this short puffer are paired with versatile details - including adjustable hood, cuffs and hemline.",Crafted from flanelle légere; Nylon léger lining; Down-filled; Detachable and adjustable hood with drawstring fastening; Zipper closure; Collar with branded snap button closure; Exterior pockets with zipper closure; Patch pocket with snap button closure; Interior pocket with zipper closure; Adjustable cuffs with branded snap buttons; Adjustable hem with elastic drawstring fastening; ,"$2,450.00",Black,https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_X/dpx6uv/std/0x0/I20911A5370054272999_X.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_F/dpx6uv/std/0x0/I20911A5370054272999_F.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_R/dpx6uv/std/0x0/I20911A5370054272999_R.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_E/dpx6uv/std/0x0/I20911A5370054272999_E.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_D/dpx6uv/std/0x0/I20911A5370054272999_D.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_A/dpx6uv/std/0x0/I20911A5370054272999_A.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_B/dpx6uv/std/0x0/I20911A5370054272999_B.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_G/dpx6uv/std/0x0/I20911A5370054272999_G.jpg; https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5370054272999_C/dpx6uv/std/0x0/I20911A5370054272999_C.jpg,/en-us/men/outerwear/short-down-jackets/montgenevre-short-down-jacket-black-I20911A5370054272999.html,Montgenevre
